"",BBEX3.D.TRY.EUR.BB.AC.000,BBEX3.D.TRY.EUR.BB.AC.000_FLAGS
"",Euro foreign exchange reference rate of the ECB / EUR 1 = TRY ... / Turkey / from January 2005,
Comment (in english),"The ECB publishes daily euro foreign exchange reference rates, which are calculated on the basis of the concertation between central banks at 14.15. Currency conversion with effect from 1 January 2005: TRL 1,000,000 = TRY 1. Up to the end of 2004, see BBEX3:D:TRL:EUR:BB:AC:000.",
Decimals,4,
Source (in english),European Central Bank (ECB).,
Time format code,P1D,
category,WEDE,
unit,TRY,
unit multiplier,One,
last update,2025-01-31 16:00:08,
2014-02-06,3.0043,
2014-02-07,3.0162,
2014-02-08,.,No value available
2014-02-09,.,No value available
2014-02-10,3.0251,
2014-02-11,3.0076,
2014-02-12,2.9770,
2014-02-13,3.0167,
2014-02-14,2.9962,
2014-02-15,.,No value available
2014-02-16,.,No value available
2014-02-17,2.9858,
2014-02-18,2.9933,
2014-02-19,3.0102,
2014-02-20,3.0292,
2014-02-21,3.0097,
2014-02-22,.,No value available
2014-02-23,.,No value available
2014-02-24,2.9945,
2014-02-25,3.0369,
2014-02-26,3.0461,
2014-02-27,3.0364,
2014-02-28,3.0555,
2014-03-01,.,No value available
2014-03-02,.,No value available
2014-03-03,3.0576,
2014-03-04,3.0520,
2014-03-05,3.0310,
2014-03-06,3.0256,
2014-03-07,3.0483,
2014-03-08,.,No value available
2014-03-09,.,No value available
2014-03-10,3.0742,
2014-03-11,3.0859,
2014-03-12,3.1113,
2014-03-13,3.1030,
2014-03-14,3.1040,
2014-03-15,.,No value available
2014-03-16,.,No value available
2014-03-17,3.0932,
2014-03-18,3.0885,
2014-03-19,3.0910,
2014-03-20,3.0790,
2014-03-21,3.0862,
2014-03-22,.,No value available
2014-03-23,.,No value available
2014-03-24,3.0829,
2014-03-25,3.0751,
2014-03-26,3.0445,
2014-03-27,3.0055,
2014-03-28,3.0138,
2014-03-29,.,No value available
2014-03-30,.,No value available
2014-03-31,2.9693,
2014-04-01,2.9659,
2014-04-02,2.9286,
2014-04-03,2.9493,
2014-04-04,2.9290,
2014-04-05,.,No value available
2014-04-06,.,No value available
2014-04-07,2.9103,
2014-04-08,2.8855,
2014-04-09,2.9185,
2014-04-10,2.9092,
2014-04-11,2.9490,
2014-04-12,.,No value available
2014-04-13,.,No value available
2014-04-14,2.9410,
2014-04-15,2.9369,
2014-04-16,2.9588,
2014-04-17,2.9552,
2014-04-18,.,No value available
2014-04-19,.,No value available
2014-04-20,.,No value available
2014-04-21,.,No value available
2014-04-22,2.9568,
2014-04-23,2.9739,
2014-04-24,2.9450,
2014-04-25,2.9539,
2014-04-26,.,No value available
2014-04-27,.,No value available
2014-04-28,2.9540,
2014-04-29,2.9321,
2014-04-30,2.9328,
2014-05-01,.,No value available
2014-05-02,2.9152,
2014-05-03,.,No value available
2014-05-04,.,No value available
2014-05-05,2.9132,
2014-05-06,2.9183,
2014-05-07,2.9133,
2014-05-08,2.8975,
2014-05-09,2.8662,
2014-05-10,.,No value available
2014-05-11,.,No value available
2014-05-12,2.8634,
2014-05-13,2.8393,
2014-05-14,2.8519,
2014-05-15,2.8466,
2014-05-16,2.8755,
2014-05-17,.,No value available
2014-05-18,.,No value available
2014-05-19,2.8791,
2014-05-20,2.8934,
2014-05-21,2.8841,
2014-05-22,2.8697,
2014-05-23,2.8471,
2014-05-24,.,No value available
2014-05-25,.,No value available
2014-05-26,2.8467,
2014-05-27,2.8640,
2014-05-28,2.8616,
2014-05-29,2.8500,
2014-05-30,2.8498,
2014-05-31,.,No value available
2014-06-01,.,No value available
2014-06-02,2.8543,
2014-06-03,2.8765,
2014-06-04,2.8876,
2014-06-05,2.8606,
2014-06-06,2.8529,
2014-06-07,.,No value available
2014-06-08,.,No value available
2014-06-09,2.8325,
2014-06-10,2.8274,
2014-06-11,2.8460,
2014-06-12,2.8498,
2014-06-13,2.8752,
2014-06-14,.,No value available
2014-06-15,.,No value available
2014-06-16,2.8979,
2014-06-17,2.8972,
2014-06-18,2.9086,
2014-06-19,2.9025,
2014-06-20,2.9121,
2014-06-21,.,No value available
2014-06-22,.,No value available
2014-06-23,2.9044,
2014-06-24,2.9065,
2014-06-25,2.9135,
2014-06-26,2.9000,
2014-06-27,2.8944,
2014-06-28,.,No value available
2014-06-29,.,No value available
2014-06-30,2.8969,
2014-07-01,2.9066,
2014-07-02,2.9053,
2014-07-03,2.9102,
2014-07-04,2.8939,
2014-07-05,.,No value available
2014-07-06,.,No value available
2014-07-07,2.8967,
2014-07-08,2.8902,
2014-07-09,2.8927,
2014-07-10,2.8997,
2014-07-11,2.8856,
2014-07-12,.,No value available
2014-07-13,.,No value available
2014-07-14,2.8881,
2014-07-15,2.8878,
2014-07-16,2.8711,
2014-07-17,2.8760,
2014-07-18,2.8750,
2014-07-19,.,No value available
2014-07-20,.,No value available
2014-07-21,2.8662,
2014-07-22,2.8574,
2014-07-23,2.8204,
2014-07-24,2.8194,
2014-07-25,2.8145,
2014-07-26,.,No value available
2014-07-27,.,No value available
2014-07-28,2.8204,
2014-07-29,2.8259,
2014-07-30,2.8504,
2014-07-31,2.8551,
2014-08-01,2.8795,
2014-08-02,.,No value available
2014-08-03,.,No value available
2014-08-04,2.8658,
2014-08-05,2.8518,
2014-08-06,2.8874,
2014-08-07,2.8900,
2014-08-08,2.8920,
2014-08-09,.,No value available
2014-08-10,.,No value available
2014-08-11,2.8783,
2014-08-12,2.8893,
2014-08-13,2.8830,
2014-08-14,2.8836,
2014-08-15,2.8918,
2014-08-16,.,No value available
2014-08-17,.,No value available
2014-08-18,2.9014,
2014-08-19,2.8929,
2014-08-20,2.8866,
2014-08-21,2.8910,
2014-08-22,2.8966,
2014-08-23,.,No value available
2014-08-24,.,No value available
2014-08-25,2.8758,
2014-08-26,2.8615,
2014-08-27,2.8425,
2014-08-28,2.8549,
2014-08-29,2.8506,
2014-08-30,.,No value available
2014-08-31,.,No value available
2014-09-01,2.8367,
2014-09-02,2.8511,
2014-09-03,2.8427,
2014-09-04,2.8047,
2014-09-05,2.8072,
2014-09-06,.,No value available
2014-09-07,.,No value available
2014-09-08,2.8032,
2014-09-09,2.8371,
2014-09-10,2.8505,
2014-09-11,2.8440,
2014-09-12,2.8507,
2014-09-13,.,No value available
2014-09-14,.,No value available
2014-09-15,2.8584,
2014-09-16,2.8635,
2014-09-17,2.8620,
2014-09-18,2.8745,
2014-09-19,2.8610,
2014-09-20,.,No value available
2014-09-21,.,No value available
2014-09-22,2.8774,
2014-09-23,2.8791,
2014-09-24,2.8672,
2014-09-25,2.8684,
2014-09-26,2.8736,
2014-09-27,.,No value available
2014-09-28,.,No value available
2014-09-29,2.9047,
2014-09-30,2.8779,
2014-10-01,2.8842,
2014-10-02,2.8749,
2014-10-03,2.8755,
2014-10-04,.,No value available
2014-10-05,.,No value available
2014-10-06,2.8588,
2014-10-07,2.8657,
2014-10-08,2.8992,
2014-10-09,2.8836,
2014-10-10,2.8836,
2014-10-11,.,No value available
2014-10-12,.,No value available
2014-10-13,2.8822,
2014-10-14,2.8809,
2014-10-15,2.8772,
2014-10-16,2.9017,
2014-10-17,2.8817,
2014-10-18,.,No value available
2014-10-19,.,No value available
2014-10-20,2.8730,
2014-10-21,2.8584,
2014-10-22,2.8489,
2014-10-23,2.8336,
2014-10-24,2.8332,
2014-10-25,.,No value available
2014-10-26,.,No value available
2014-10-27,2.8370,
2014-10-28,2.8261,
2014-10-29,2.8029,
2014-10-30,2.7888,
2014-10-31,2.7769,
2014-11-01,.,No value available
2014-11-02,.,No value available
2014-11-03,2.7839,
2014-11-04,2.7866,
2014-11-05,2.7919,
2014-11-06,2.8020,
2014-11-07,2.8189,
2014-11-08,.,No value available
2014-11-09,.,No value available
2014-11-10,2.8092,
2014-11-11,2.8137,
2014-11-12,2.8180,
2014-11-13,2.8054,
2014-11-14,2.7905,
2014-11-15,.,No value available
2014-11-16,.,No value available
2014-11-17,2.7854,
2014-11-18,2.7819,
2014-11-19,2.8001,
2014-11-20,2.7954,
2014-11-21,2.7595,
2014-11-22,.,No value available
2014-11-23,.,No value available
2014-11-24,2.7649,
2014-11-25,2.7675,
2014-11-26,2.7687,
2014-11-27,2.7664,
2014-11-28,2.7594,
2014-11-29,.,No value available
2014-11-30,.,No value available
2014-12-01,2.7673,
2014-12-02,2.7655,
2014-12-03,2.7572,
2014-12-04,2.7556,
2014-12-05,2.7660,
2014-12-06,.,No value available
2014-12-07,.,No value available
2014-12-08,2.7946,
2014-12-09,2.7940,
2014-12-10,2.8000,
2014-12-11,2.8153,
2014-12-12,2.8523,
2014-12-13,.,No value available
2014-12-14,.,No value available
2014-12-15,2.9025,
2014-12-16,2.9797,
2014-12-17,2.9330,
2014-12-18,2.8533,
2014-12-19,2.8552,
2014-12-20,.,No value available
2014-12-21,.,No value available
2014-12-22,2.8423,
2014-12-23,2.8407,
2014-12-24,2.8410,
2014-12-25,.,No value available
2014-12-26,.,No value available
2014-12-27,.,No value available
2014-12-28,.,No value available
2014-12-29,2.8313,
2014-12-30,2.8587,
2014-12-31,2.8320,
2015-01-01,.,No value available
2015-01-02,2.8332,
2015-01-03,.,No value available
2015-01-04,.,No value available
2015-01-05,2.7869,
2015-01-06,2.7732,
2015-01-07,2.7547,
2015-01-08,2.7181,
2015-01-09,2.7154,
2015-01-10,.,No value available
2015-01-11,.,No value available
2015-01-12,2.7090,
2015-01-13,2.6875,
2015-01-14,2.6957,
2015-01-15,2.6720,
2015-01-16,2.6888,
2015-01-17,.,No value available
2015-01-18,.,No value available
2015-01-19,2.7149,
2015-01-20,2.7010,
2015-01-21,2.7141,
2015-01-22,2.7128,
2015-01-23,2.6340,
2015-01-24,.,No value available
2015-01-25,.,No value available
2015-01-26,2.6526,
2015-01-27,2.6768,
2015-01-28,2.6959,
2015-01-29,2.7267,
2015-01-30,2.7579,
2015-01-31,.,No value available
2015-02-01,.,No value available
2015-02-02,2.7356,
2015-02-03,2.7382,
2015-02-04,2.7796,
2015-02-05,2.7898,
2015-02-06,2.7878,
2015-02-07,.,No value available
2015-02-08,.,No value available
2015-02-09,2.8080,
2015-02-10,2.8155,
2015-02-11,2.8252,
2015-02-12,2.8210,
2015-02-13,2.8105,
2015-02-14,.,No value available
2015-02-15,.,No value available
2015-02-16,2.7919,
2015-02-17,2.7935,
2015-02-18,2.7940,
2015-02-19,2.7890,
2015-02-20,2.7835,
2015-02-21,.,No value available
2015-02-22,.,No value available
2015-02-23,2.8037,
2015-02-24,2.8082,
2015-02-25,2.8017,
2015-02-26,2.8085,
2015-02-27,2.8300,
2015-02-28,.,No value available
2015-03-01,.,No value available
2015-03-02,2.8211,
2015-03-03,2.8296,
2015-03-04,2.8317,
2015-03-05,2.8663,
2015-03-06,2.8275,
2015-03-07,.,No value available
2015-03-08,.,No value available
2015-03-09,2.8334,
2015-03-10,2.8375,
2015-03-11,2.7721,
2015-03-12,2.7517,
2015-03-13,2.7890,
2015-03-14,.,No value available
2015-03-15,.,No value available
2015-03-16,2.7670,
2015-03-17,2.7784,
2015-03-18,2.7793,
2015-03-19,2.7776,
2015-03-20,2.7882,
2015-03-21,.,No value available
2015-03-22,.,No value available
2015-03-23,2.7924,
2015-03-24,2.8043,
2015-03-25,2.8089,
2015-03-26,2.8425,
2015-03-27,2.8302,
2015-03-28,.,No value available
2015-03-29,.,No value available
2015-03-30,2.8265,
2015-03-31,2.8131,
2015-04-01,2.8064,
2015-04-02,2.8145,
2015-04-03,.,No value available
2015-04-04,.,No value available
2015-04-05,.,No value available
2015-04-06,.,No value available
2015-04-07,2.8079,
2015-04-08,2.8140,
2015-04-09,2.7915,
2015-04-10,2.7921,
2015-04-11,.,No value available
2015-04-12,.,No value available
2015-04-13,2.7985,
2015-04-14,2.8284,
2015-04-15,2.8711,
2015-04-16,2.8899,
2015-04-17,2.9037,
2015-04-18,.,No value available
2015-04-19,.,No value available
2015-04-20,2.8995,
2015-04-21,2.8755,
2015-04-22,2.9145,
2015-04-23,2.9398,
2015-04-24,2.9565,
2015-04-25,.,No value available
2015-04-26,.,No value available
2015-04-27,2.9414,
2015-04-28,2.9161,
2015-04-29,2.9437,
2015-04-30,2.9815,
2015-05-01,.,No value available
2015-05-02,.,No value available
2015-05-03,.,No value available
2015-05-04,3.0278,
2015-05-05,3.0169,
2015-05-06,3.0405,
2015-05-07,3.0332,
2015-05-08,3.0324,
2015-05-09,.,No value available
2015-05-10,.,No value available
2015-05-11,3.0042,
2015-05-12,3.0245,
2015-05-13,2.9744,
2015-05-14,2.9764,
2015-05-15,2.9405,
2015-05-16,.,No value available
2015-05-17,.,No value available
2015-05-18,2.9385,
2015-05-19,2.8900,
2015-05-20,2.8845,
2015-05-21,2.8611,
2015-05-22,2.8945,
2015-05-23,.,No value available
2015-05-24,.,No value available
2015-05-25,2.8665,
2015-05-26,2.8751,
2015-05-27,2.8848,
2015-05-28,2.8970,
2015-05-29,2.9188,
2015-05-30,.,No value available
2015-05-31,.,No value available
2015-06-01,2.9297,
2015-06-02,2.9556,
2015-06-03,2.9824,
2015-06-04,3.0377,
2015-06-05,2.9899,
2015-06-06,.,No value available
2015-06-07,.,No value available
2015-06-08,3.0865,
2015-06-09,3.0758,
2015-06-10,3.0936,
2015-06-11,3.0749,
2015-06-12,3.0480,
2015-06-13,.,No value available
2015-06-14,.,No value available
2015-06-15,3.0738,
2015-06-16,3.0707,
2015-06-17,3.0860,
2015-06-18,3.0960,
2015-06-19,3.0645,
2015-06-20,.,No value available
2015-06-21,.,No value available
2015-06-22,3.0408,
2015-06-23,3.0010,
2015-06-24,2.9962,
2015-06-25,2.9845,
2015-06-26,2.9848,
2015-06-27,.,No value available
2015-06-28,.,No value available
2015-06-29,2.9905,
2015-06-30,2.9953,
2015-07-01,2.9748,
2015-07-02,2.9925,
2015-07-03,2.9873,
2015-07-04,.,No value available
2015-07-05,.,No value available
2015-07-06,2.9622,
2015-07-07,2.9327,
2015-07-08,2.9592,
2015-07-09,2.9526,
2015-07-10,2.9796,
2015-07-11,.,No value available
2015-07-12,.,No value available
2015-07-13,2.9391,
2015-07-14,2.9086,
2015-07-15,2.9112,
2015-07-16,2.8840,
2015-07-17,2.8862,
2015-07-18,.,No value available
2015-07-19,.,No value available
2015-07-20,2.9189,
2015-07-21,2.9222,
2015-07-22,2.9660,
2015-07-23,2.9975,
2015-07-24,3.0085,
2015-07-25,.,No value available
2015-07-26,.,No value available
2015-07-27,3.0679,
2015-07-28,3.0315,
2015-07-29,3.0434,
2015-07-30,3.0472,
2015-07-31,3.0485,
2015-08-01,.,No value available
2015-08-02,.,No value available
2015-08-03,3.0430,
2015-08-04,3.0430,
2015-08-05,3.0247,
2015-08-06,3.0316,
2015-08-07,3.0512,
2015-08-08,.,No value available
2015-08-09,.,No value available
2015-08-10,3.0591,
2015-08-11,3.0596,
2015-08-12,3.0965,
2015-08-13,3.0993,
2015-08-14,3.1652,
2015-08-15,.,No value available
2015-08-16,.,No value available
2015-08-17,3.1725,
2015-08-18,3.1954,
2015-08-19,3.2243,
2015-08-20,3.3105,
2015-08-21,3.3039,
2015-08-22,.,No value available
2015-08-23,.,No value available
2015-08-24,3.3970,
2015-08-25,3.3606,
2015-08-26,3.3370,
2015-08-27,3.2960,
2015-08-28,3.2921,
2015-08-29,.,No value available
2015-08-30,.,No value available
2015-08-31,3.2731,
2015-09-01,3.2845,
2015-09-02,3.3126,
2015-09-03,3.3350,
2015-09-04,3.3167,
2015-09-05,.,No value available
2015-09-06,.,No value available
2015-09-07,3.3717,
2015-09-08,3.3633,
2015-09-09,3.3633,
2015-09-10,3.4067,
2015-09-11,3.4302,
2015-09-12,.,No value available
2015-09-13,.,No value available
2015-09-14,3.4695,
2015-09-15,3.4298,
2015-09-16,3.3706,
2015-09-17,3.4138,
2015-09-18,3.4253,
2015-09-19,.,No value available
2015-09-20,.,No value available
2015-09-21,3.3612,
2015-09-22,3.3881,
2015-09-23,3.3730,
2015-09-24,3.4370,
2015-09-25,3.3767,
2015-09-26,.,No value available
2015-09-27,.,No value available
2015-09-28,3.4137,
2015-09-29,3.4030,
2015-09-30,3.3903,
2015-10-01,3.3796,
2015-10-02,3.3774,
2015-10-03,.,No value available
2015-10-04,.,No value available
2015-10-05,3.3649,
2015-10-06,3.3576,
2015-10-07,3.2997,
2015-10-08,3.3012,
2015-10-09,3.2973,
2015-10-10,.,No value available
2015-10-11,.,No value available
2015-10-12,3.3177,
2015-10-13,3.3600,
2015-10-14,3.3500,
2015-10-15,3.2975,
2015-10-16,3.2972,
2015-10-17,.,No value available
2015-10-18,.,No value available
2015-10-19,3.2849,
2015-10-20,3.2882,
2015-10-21,3.2989,
2015-10-22,3.2683,
2015-10-23,3.1868,
2015-10-24,.,No value available
2015-10-25,.,No value available
2015-10-26,3.1774,
2015-10-27,3.2185,
2015-10-28,3.2047,
2015-10-29,3.2100,
2015-10-30,3.2128,
2015-10-31,.,No value available
2015-11-01,.,No value available
2015-11-02,3.0950,
2015-11-03,3.1222,
2015-11-04,3.1052,
2015-11-05,3.1215,
2015-11-06,3.1294,
2015-11-07,.,No value available
2015-11-08,.,No value available
2015-11-09,3.1450,
2015-11-10,3.1220,
2015-11-11,3.0929,
2015-11-12,3.0938,
2015-11-13,3.0960,
2015-11-14,.,No value available
2015-11-15,.,No value available
2015-11-16,3.0922,
2015-11-17,3.0593,
2015-11-18,3.0550,
2015-11-19,3.0433,
2015-11-20,3.0165,
2015-11-21,.,No value available
2015-11-22,.,No value available
2015-11-23,3.0267,
2015-11-24,3.0675,
2015-11-25,3.0472,
2015-11-26,3.0870,
2015-11-27,3.0865,
2015-11-28,.,No value available
2015-11-29,.,No value available
2015-11-30,3.0789,
2015-12-01,3.0625,
2015-12-02,3.0605,
2015-12-03,3.0768,
2015-12-04,3.1747,
2015-12-05,.,No value available
2015-12-06,.,No value available
2015-12-07,3.1349,
2015-12-08,3.1788,
2015-12-09,3.1939,
2015-12-10,3.1940,
2015-12-11,3.2416,
2015-12-12,.,No value available
2015-12-13,.,No value available
2015-12-14,3.2837,
2015-12-15,3.2573,
2015-12-16,3.2416,
2015-12-17,3.1674,
2015-12-18,3.1581,
2015-12-19,.,No value available
2015-12-20,.,No value available
2015-12-21,3.1643,
2015-12-22,3.2280,
2015-12-23,3.2018,
2015-12-24,3.1990,
2015-12-25,.,No value available
2015-12-26,.,No value available
2015-12-27,.,No value available
2015-12-28,3.1923,
2015-12-29,3.1878,
2015-12-30,3.1837,
2015-12-31,3.1765,
2016-01-01,.,No value available
2016-01-02,.,No value available
2016-01-03,.,No value available
2016-01-04,3.2193,
2016-01-05,3.2009,
2016-01-06,3.2315,
2016-01-07,3.2791,
2016-01-08,3.2491,
2016-01-09,.,No value available
2016-01-10,.,No value available
2016-01-11,3.2872,
2016-01-12,3.2842,
2016-01-13,3.2626,
2016-01-14,3.3025,
2016-01-15,3.3208,
2016-01-16,.,No value available
2016-01-17,.,No value available
2016-01-18,3.3102,
2016-01-19,3.3030,
2016-01-20,3.3307,
2016-01-21,3.3098,
2016-01-22,3.2572,
2016-01-23,.,No value available
2016-01-24,.,No value available
2016-01-25,3.2660,
2016-01-26,3.2699,
2016-01-27,3.2560,
2016-01-28,3.2485,
2016-01-29,3.2365,
2016-01-30,.,No value available
2016-01-31,.,No value available
2016-02-01,3.2269,
2016-02-02,3.2237,
2016-02-03,3.2138,
2016-02-04,3.2500,
2016-02-05,3.2498,
2016-02-06,.,No value available
2016-02-07,.,No value available
2016-02-08,3.2721,
2016-02-09,3.3154,
2016-02-10,3.2945,
2016-02-11,3.3217,
2016-02-12,3.3030,
2016-02-13,.,No value available
2016-02-14,.,No value available
2016-02-15,3.2908,
2016-02-16,3.3023,
2016-02-17,3.2961,
2016-02-18,3.2884,
2016-02-19,3.2903,
2016-02-20,.,No value available
2016-02-21,.,No value available
2016-02-22,3.2512,
2016-02-23,3.2298,
2016-02-24,3.2336,
2016-02-25,3.2248,
2016-02-26,3.2347,
2016-02-27,.,No value available
2016-02-28,.,No value available
2016-02-29,3.2273,
2016-03-01,3.2089,
2016-03-02,3.1903,
2016-03-03,3.1920,
2016-03-04,3.2027,
2016-03-05,.,No value available
2016-03-06,.,No value available
2016-03-07,3.2014,
2016-03-08,3.2180,
2016-03-09,3.1902,
2016-03-10,3.1292,
2016-03-11,3.1888,
2016-03-12,.,No value available
2016-03-13,.,No value available
2016-03-14,3.2049,
2016-03-15,3.2128,
2016-03-16,3.2362,
2016-03-17,3.2366,
2016-03-18,3.2218,
2016-03-19,.,No value available
2016-03-20,.,No value available
2016-03-21,3.2325,
2016-03-22,3.2260,
2016-03-23,3.2111,
2016-03-24,3.2110,
2016-03-25,.,No value available
2016-03-26,.,No value available
2016-03-27,.,No value available
2016-03-28,.,No value available
2016-03-29,3.2109,
2016-03-30,3.2140,
2016-03-31,3.2118,
2016-04-01,3.2285,
2016-04-02,.,No value available
2016-04-03,.,No value available
2016-04-04,3.1952,
2016-04-05,3.2165,
2016-04-06,3.2343,
2016-04-07,3.2421,
2016-04-08,3.2415,
2016-04-09,.,No value available
2016-04-10,.,No value available
2016-04-11,3.2240,
2016-04-12,3.2274,
2016-04-13,3.2259,
2016-04-14,3.2203,
2016-04-15,3.2212,
2016-04-16,.,No value available
2016-04-17,.,No value available
2016-04-18,3.2251,
2016-04-19,3.2136,
2016-04-20,3.2011,
2016-04-21,3.1962,
2016-04-22,3.1886,
2016-04-23,.,No value available
2016-04-24,.,No value available
2016-04-25,3.2074,
2016-04-26,3.1951,
2016-04-27,3.1908,
2016-04-28,3.1963,
2016-04-29,3.1934,
2016-04-30,.,No value available
2016-05-01,.,No value available
2016-05-02,3.2080,
2016-05-03,3.2718,
2016-05-04,3.2893,
2016-05-05,3.3166,
2016-05-06,3.3363,
2016-05-07,.,No value available
2016-05-08,.,No value available
2016-05-09,3.3446,
2016-05-10,3.3450,
2016-05-11,3.3801,
2016-05-12,3.3569,
2016-05-13,3.3639,
2016-05-14,.,No value available
2016-05-15,.,No value available
2016-05-16,3.3760,
2016-05-17,3.3575,
2016-05-18,3.3659,
2016-05-19,3.3527,
2016-05-20,3.3476,
2016-05-21,.,No value available
2016-05-22,.,No value available
2016-05-23,3.3495,
2016-05-24,3.3035,
2016-05-25,3.2884,
2016-05-26,3.2744,
2016-05-27,3.2928,
2016-05-28,.,No value available
2016-05-29,.,No value available
2016-05-30,3.2932,
2016-05-31,3.2927,
2016-06-01,3.2938,
2016-06-02,3.2973,
2016-06-03,3.2902,
2016-06-04,.,No value available
2016-06-05,.,No value available
2016-06-06,3.3014,
2016-06-07,3.2897,
2016-06-08,3.2799,
2016-06-09,3.2850,
2016-06-10,3.2994,
2016-06-11,.,No value available
2016-06-12,.,No value available
2016-06-13,3.2939,
2016-06-14,3.2886,
2016-06-15,3.2905,
2016-06-16,3.2804,
2016-06-17,3.2988,
2016-06-18,.,No value available
2016-06-19,.,No value available
2016-06-20,3.2821,
2016-06-21,3.2791,
2016-06-22,3.2750,
2016-06-23,3.2692,
2016-06-24,3.2457,
2016-06-25,.,No value available
2016-06-26,.,No value available
2016-06-27,3.2386,
2016-06-28,3.2201,
2016-06-29,3.2157,
2016-06-30,3.2060,
2016-07-01,3.2077,
2016-07-02,.,No value available
2016-07-03,.,No value available
2016-07-04,3.2284,
2016-07-05,3.2550,
2016-07-06,3.2628,
2016-07-07,3.2468,
2016-07-08,3.2402,
2016-07-09,.,No value available
2016-07-10,.,No value available
2016-07-11,3.2027,
2016-07-12,3.2028,
2016-07-13,3.2047,
2016-07-14,3.2223,
2016-07-15,3.2125,
2016-07-16,.,No value available
2016-07-17,.,No value available
2016-07-18,3.2680,
2016-07-19,3.2878,
2016-07-20,3.3463,
2016-07-21,3.3841,
2016-07-22,3.3560,
2016-07-23,.,No value available
2016-07-24,.,No value available
2016-07-25,3.3277,
2016-07-26,3.3508,
2016-07-27,3.3422,
2016-07-28,3.3491,
2016-07-29,3.3523,
2016-07-30,.,No value available
2016-07-31,.,No value available
2016-08-01,3.3424,
2016-08-02,3.3512,
2016-08-03,3.3742,
2016-08-04,3.3664,
2016-08-05,3.3471,
2016-08-06,.,No value available
2016-08-07,.,No value available
2016-08-08,3.3082,
2016-08-09,3.3015,
2016-08-10,3.3030,
2016-08-11,3.3050,
2016-08-12,3.2998,
2016-08-13,.,No value available
2016-08-14,.,No value available
2016-08-15,3.3007,
2016-08-16,3.3045,
2016-08-17,3.3086,
2016-08-18,3.3205,
2016-08-19,3.3262,
2016-08-20,.,No value available
2016-08-21,.,No value available
2016-08-22,3.3266,
2016-08-23,3.3247,
2016-08-24,3.3290,
2016-08-25,3.3219,
2016-08-26,3.3160,
2016-08-27,.,No value available
2016-08-28,.,No value available
2016-08-29,3.3048,
2016-08-30,3.2977,
2016-08-31,3.2931,
2016-09-01,3.3003,
2016-09-02,3.3125,
2016-09-03,.,No value available
2016-09-04,.,No value available
2016-09-05,3.2872,
2016-09-06,3.2821,
2016-09-07,3.2939,
2016-09-08,3.3179,
2016-09-09,3.3440,
2016-09-10,.,No value available
2016-09-11,.,No value available
2016-09-12,3.3473,
2016-09-13,3.3505,
2016-09-14,3.3470,
2016-09-15,3.3484,
2016-09-16,3.3384,
2016-09-17,.,No value available
2016-09-18,.,No value available
2016-09-19,3.3243,
2016-09-20,3.3275,
2016-09-21,3.3168,
2016-09-22,3.3153,
2016-09-23,3.3059,
2016-09-24,.,No value available
2016-09-25,.,No value available
2016-09-26,3.3563,
2016-09-27,3.3424,
2016-09-28,3.3438,
2016-09-29,3.3661,
2016-09-30,3.3576,
2016-10-01,.,No value available
2016-10-02,.,No value available
2016-10-03,3.3861,
2016-10-04,3.3883,
2016-10-05,3.4235,
2016-10-06,3.4141,
2016-10-07,3.3985,
2016-10-08,.,No value available
2016-10-09,.,No value available
2016-10-10,3.4268,
2016-10-11,3.4139,
2016-10-12,3.4039,
2016-10-13,3.4196,
2016-10-14,3.3969,
2016-10-15,.,No value available
2016-10-16,.,No value available
2016-10-17,3.4017,
2016-10-18,3.4078,
2016-10-19,3.3724,
2016-10-20,3.3606,
2016-10-21,3.3527,
2016-10-22,.,No value available
2016-10-23,.,No value available
2016-10-24,3.3501,
2016-10-25,3.3407,
2016-10-26,3.3702,
2016-10-27,3.3845,
2016-10-28,3.4058,
2016-10-29,.,No value available
2016-10-30,.,No value available
2016-10-31,3.3965,
2016-11-01,3.4195,
2016-11-02,3.4580,
2016-11-03,3.4431,
2016-11-04,3.4930,
2016-11-05,.,No value available
2016-11-06,.,No value available
2016-11-07,3.5068,
2016-11-08,3.4993,
2016-11-09,3.5215,
2016-11-10,3.5280,
2016-11-11,3.5471,
2016-11-12,.,No value available
2016-11-13,.,No value available
2016-11-14,3.5478,
2016-11-15,3.5307,
2016-11-16,3.5541,
2016-11-17,3.5712,
2016-11-18,3.5798,
2016-11-19,.,No value available
2016-11-20,.,No value available
2016-11-21,3.5757,
2016-11-22,3.5717,
2016-11-23,3.5944,
2016-11-24,3.6136,
2016-11-25,3.6523,
2016-11-26,.,No value available
2016-11-27,.,No value available
2016-11-28,3.6282,
2016-11-29,3.6267,
2016-11-30,3.6372,
2016-12-01,3.7032,
2016-12-02,3.7747,
2016-12-03,.,No value available
2016-12-04,.,No value available
2016-12-05,3.7794,
2016-12-06,3.7202,
2016-12-07,3.6683,
2016-12-08,3.6676,
2016-12-09,3.6707,
2016-12-10,.,No value available
2016-12-11,.,No value available
2016-12-12,3.7269,
2016-12-13,3.6953,
2016-12-14,3.7125,
2016-12-15,3.6840,
2016-12-16,3.6601,
2016-12-17,.,No value available
2016-12-18,.,No value available
2016-12-19,3.6532,
2016-12-20,3.6471,
2016-12-21,3.6607,
2016-12-22,3.6682,
2016-12-23,3.6674,
2016-12-24,.,No value available
